Label,Tokens
2,"['doubt', 'th', '’', 'equivocation', 'fiend', 'lie', 'like', 'truth', '“', 'fear', 'till', 'birnam', 'wood', 'come', 'dunsinane', '”', 'wood', 'come', 'toward']"
1,"['enough', 'probability', 'supply', 'every', 'sort', 'sensation', 'declining', 'life', 'need', 'enough']"
1,"['churchill', 'others', 'took', 'composedly', 'general', 'distress', 'disturbance', 'miss', 'fairfax', 'disappearance', 'explained', 'time']"
1,"['much', 'love', 'every', 'thing', 'decided', 'open', 'good-bye', 'good-bye', 'xvii', 'mrs.', 'weston', 'friend', 'made', 'happy', 'safety']"
0,"['gesture', 'oh', 'cheated', 'u', 'getting', 'killed', 'would', 'like', 'one', 'lark', 'strode', 'towards', 'distant']"
0,"['black', 'prosaic', 'bundle', 'long', 'past', 'repair', 'hat', 'broad-curved', 'black', 'hat', 'clerical', 'common', 'england', 'man']"
1,"['hungry', 'would', 'take', 'something', 'eat', 'maid', 'sit', 'serle', 'butler']"
0,"['know', 'whatever', 'place', 'taken', 'ticket', 'place', 'reach', 'passed', 'sloane', 'square']"
0,"['day', 'called', 'tuesday', 'soul', 'speech', 'incurably', 'tragic', 'could', 'force', 'play', 'prosperous', 'frivolous', 'part']"
2,"['man', '”', 'octavius', 'according', 'virtue', 'let', 'u', 'use', 'respect', 'rite', 'burial', 'within', 'tent', 'bone', 'tonight', 'shall', 'lie']"
1,"['selfishness', 'imaginary', 'complaint', 'poor', 'mrs.', 'churchill', 'doubt', 'suffering', 'great', 'deal', 'body', 'ever', 'supposed', 'continual']"
0,"['gone', 'head', 'said', 'little', 'doctor', 'staring', 'bearing', 'continued', 'syme', 'calmly', ""'argent"", 'chevron', 'gules', 'charged', 'three', 'cross', 'crosslets']"
2,"['welcome', 'friend', 'man', 'antonio', 'infinitely', 'bound', 'portia', 'sense']"
0,"['said', 'syme', 'indignantly', 'aunt', 'red', 'seems', 'said', 'simply', 'seeking', 'pretext', 'insult']"
2,"['took', 'three', 'three', 'nine', 'costard', 'lord', 'sir', 'pity', 'get', 'living', 'reckoning', 'sir', 'berowne', 'much']"
1,"['sister', 'air', 'give', 'description', 'mrs.', 'churchill', 'made', 'think', 'directly', 'people', 'name', 'tupman']"
0,"['people', 'america', 'might', 'want', 'kill', 'todd', 'reason', 'anybody', 'america', 'want', 'kill', 'english', 'lord', 'newly', 'landed']"
2,"['violates', 'smallest', 'branch', 'herein', 'armed', 'sworn', 'subscribe', 'deep', 'oath', 'keep']"
2,"['selfsame', 'tune', 'word', '’', 'enter', 'ross', 'angus', 'ross', 'king', 'hath', 'happily', 'receiv', '’', 'macbeth', 'news', 'thy', 'success']"
0,"['easy', 'flaming', 'tower', 'try', 'admiral', 'pendragon', 'sat', 'abruptly', 'risen', 'sat']"
1,"['proceed', 'thing', 'care', 'medicine', 'might', 'remove', 'least', 'might', 'many', 'year', 'existence']"
2,"['wait', 'must', '_book', 'riddles_', 'simple', '_book', 'riddle', 'lend']"
0,"['baboon', 'dressed', 'scarecrow', 'never', 'placid', 'scientific', 'existence', 'heard', 'man', 'like', 'speak']"
2,"['charge', 'must', 'let', 'understand', 'think', 'better', 'plight', 'lender', 'hath', 'something']"
1,"['said', 'nay', 'suppose', 'smile', 'pleasure', 'colonel', 'campbell', 'rich', 'liberal.', 'handsome', 'present']"
1,"['superior', 'true', 'mine.', 'complete', 'angel', 'look', 'angel', 'every', 'gesture', 'observe']"
2,"['’', 'falstaff', 'pray', 'thee', 'tell', 'ford', '’', 'wife', 'page', '’', 'wife', 'acquainted', 'love', 'mistress', 'quickly']"
2,"['would', 'taken', 'word', 'would', 'might', 'go', 'hell', 'among', 'rogue', 'fell']"
0,"['take', 'book', 'mere', 'poetry', 'prose', 'let', 'read', 'time', 'table', 'tear', 'pride', 'take', 'byron', 'commemorates', 'defeat']"
1,"['give', 'history', 'besides', 'history', 'isabella', 'coming', 'emma', 'follow', 'indeed']"
1,"['much', 'every', 'wish', 'every', 'endeavour', 'good', 'sensible', 'never', 'received', 'proper', 'acknowledgment']"
0,"['struck', 'green', 'decanter', 'contest', 'ended', 'differently', 'green', 'pressed', 'claim', 'got', 'estate', 'dispossessed', 'nobleman']"
0,"['stooped', 'pick', 'flower', 'charm', 'enchantment', 'stalk', 'stronger', 'expected', 'broke', 'slight']"
0,"['dim', 'boiling', 'sea', 'came', 'end', 'felt', 'come', 'end', 'story']"
2,"['king', 'father', 'sends', 'sends', '’', 'embassy', 'held', 'precious', 'world', '’', 'esteem', 'parley']"
0,"['equally', 'intense', 'far', 'baffling', 'miss', 'harrogate', 'specially', 'radiant', 'ready', 'conversation', 'occasion', 'family', 'fallen']"
2,"['ready', 'apprehension', 'edmund', '_aside._', 'find', 'comforting', 'king', 'stuff', 'suspicion', 'fully', 'persever']"
0,"['hand', 'big', 'book', 'dropped', 'dictionary', 'drug', 'thing', 'rather', 'large', 'take', 'church']"
2,"['revenge', 'burn', 'dear', 'cause', 'would', 'bleeding', 'grim', 'alarm', 'excite', 'mortified', 'man', 'angus', 'near', 'birnam', 'wood', 'shall']"
1,"['see', 'well', 'several', 'delay', 'left', 'another', 'minute', 'lose', 'emma', 'engaging', 'give', 'assurance', 'safety']"
0,"['betook', 'heavily', 'duke', 'track', 'tree', 'father', 'brown', 'picked', 'one', 'lemon', 'eyeing']"
2,"['going', 'shall', 'u', '’', 'foot', 'prophecy', 'merlin', 'shall', 'make', 'live', 'time', '_exit._', 'scene', 'iii', 'room', 'gloucester', '’']"
2,"['million', 'laugh', '’', 'loss', 'mock', '’', 'gain', 'scorned', 'nation', 'thwarted', 'bargain', 'cooled', 'friend', 'heated', 'mine', 'enemy', '’', 'reason']"
1,"['might', 'come', 'paying', 'visit', 'objection', 'would', 'ashamed', 'appearance', 'penitence']"
1,"['james', 'obliged', 'glad', 'think', 'lucky', 'would']"
1,"['many', 'time', 'reproached', 'see', 'sign', 'attachment', 'believe', 'nothing', 'pianoforte', 'proof']"
1,"['beyond', 'comprehension', 'delicacy', 'discretion', 'favourite', 'could', 'lain', 'asleep', 'feared', 'must', 'decided']"
0,"['yes', 'said', 'curious', 'absent-minded', 'way', 'know', 'tell', 'asked', 'syme', 'eager']"
0,"['lordship', 'would', 'like', 'answer', 'impression', 'course', 'shall', 'something', 'thing', 'exactly']"
0,"['wonder', 'mean', 'bullet', 'brain', 'replied', 'flambeau', 'know', 'story', 'late', 'prince', 'place', 'one']"
0,"['colony', 'name', 'affect', 'tale', 'tell', 'philip', 'hawker', 'telling', 'everything']"
2,"['wronged', 'duke', 'seems', 'offenceful', 'act', 'mutually', 'committed', 'juliet', 'mutually', 'duke', 'sin', 'heavier', 'kind']"
1,"['really', 'ill', 'depend', 'upon', 'ask', 'question', 'know', 'time', 'unaccountable', 'business', 'hush', 'hush']"
0,"['began', 'energetically', 'brush', 'fallen', 'leaf', 'grass', 'always', 'little', 'thing', 'done', 'said', 'idiotic', 'cheerfulness']"
1,"['two', 'want', 'quite', 'different', 'sort', 'thing', 'sentiment', 'distinct', 'independent', 'mrs.', 'weston', 'object']"
1,"['believe', 'declaration', 'convinced', 'indifference', 'would', 'induced', 'selfish', 'view', 'go']"
1,"['man', 'need', 'grace', 'acquit', 'well', 'woman', 'better', 'might', 'assistance']"
1,"['decision', 'spare', 'unnecessary', 'pain', 'make', 'possible', 'atonement', 'appear', 'least', 'enemy', 'subject']"
1,"['education', 'done', 'little', 'entered', 'trouble', 'ready', 'sympathy', 'always', 'gave', 'assistance', 'much', 'intelligence']"
2,"['sword', 'slain', 'king', 'yet', 'fear', 'scotland', 'hath', 'foisons', 'fill', 'mere']"
2,"['might', 'fire', 'blood', 'ordinary', 'men', 'turn', 'pre-ordinance', 'first', 'decree', 'law', 'child', 'fond', 'think', 'caesar']"
1,"['manner', 'natural', 'grace', 'must', 'danced', 'would', 'take', 'trouble.', 'whenever', 'caught', 'eye', 'forced', 'smile']"
2,"['married', 'ever', 'respected', 'let', 'worship', 'think']"
0,"['old', 'soldier', 'become', 'devot', 'latter', 'year', 'would', 'certain', 'sympathise', 'even', 'take', 'risk']"
1,"['set', 'return', 'lamentation', 'destiny', 'poor', 'isabella', 'poor', 'isabella', 'passing', 'life', 'doated', 'full']"
0,"['blast', 'claim', 'intellectually', 'countered', 'simple', 'dodge', 'whenever', 'said', 'something', 'nobody', 'could', 'understand', 'replied']"
1,"['suspect', 'nothing', 'perhaps', 'harriet', 'might', 'think', 'cold', 'angry', 'perhaps', 'totally', 'silent', 'might', 'drive']"
0,"['central', 'table', 'stumpy', 'little', 'priest', 'sat', 'complete', 'solitude', 'applied', 'pile', 'whitebait', 'gravest', 'sort']"
0,"['gregory', 'rational', 'anyone', 'else', 'attempted', 'paradox', 'clerk', 'navvy', 'railway', 'train', 'look', 'sad']"
0,"['strange', 'hair', 'ran', 'like', 'red', 'thread', 'dark', 'ill-drawn', 'tapestry', 'night', 'followed', 'improbable']"
1,"['seemed', 'accompany', 'comprehension', 'certainly', 'equal', 'covert', 'meaning', 'superior', 'intelligence', 'five', 'letter', 'arranged']"
0,"['tobacco', 'smoke', ""'ll"", 'crack', 'old', 'lie', 'crack', 'bottle', 'wine', 'good', 'wine', 'said', 'father', 'brown', 'gravely', 'lifting', 'glass']"
2,"['moon', 'sleep', 'endymion', 'would', 'awak', '’', '_music', 'ceases._', 'lorenzo', 'voice', 'much', 'deceiv', '’', 'portia']"
0,"['herring', 'try', 'fly', 'let', 'secretary', 'die', 'rustic', 'proverb', 'eternal', 'crikey', 'began', 'secretary', 'let', 'man']"
0,"['face', 'foolish', 'wonder', 'frank', 'harrogate', 'heard', 'say', 'earth', 'fallen', 'blinked']"
1,"['subject', 'much', 'like', 'mine', 'know', 'rather', 'believe', 'giving', 'credit', 'acuteness', 'deserve']"
1,"['fond', 'singing', 'could', 'sing', 'little', 'believed', 'clever', 'understood', 'every', 'thing', 'fine', 'flock']"
0,"['people', 'cooked', 'well', 'astonishing', 'emergence', 'burgundy', 'cellar', 'crowned', 'syme', 'sense', 'new', 'comradeship', 'comfort', 'ordeal']"
2,"['lear', 'sight', 'kent', 'see', 'better', 'lear', 'let', 'still', 'remain', 'true', 'blank', 'thine', 'eye', 'lear', 'apollo', '—', 'kent']"
2,"['’', 'know', 'pleasure', 'may', 'relent', 'ala', 'hath', 'offended', 'dream', 'sect', 'age', 'smack']"
0,"['event', 'small', 'parochial', 'responsibility', 'see', 'particular', 'mr', 'macnab', 'terrified', 'particular', 'tale', 'two', 'voice', 'tall', 'man']"
0,"['worst', 'idol', 'back', 'hardly', 'half', 'human', 'guessed', 'judge', 'small', 'squat', 'head']"
1,"['join', 'mr.', 'elton', 'still', 'talking', 'still', 'engaged', 'interesting', 'detail', 'emma', 'experienced', 'disappointment', 'found']"
2,"['say', 'well', 'another', 'messenger', 'worship', 'mistress', 'page', 'hath', 'hearty', 'commendation', 'let', 'tell']"
1,"['energetic', 'one', 'expression', 'say', 'since', 'entered', 'engagement', 'happy']"
2,"['knave', 'know', 'plainness', 'harbour', 'craft', 'corrupter', 'end', 'twenty', 'silly-ducking', 'observants', 'stretch', 'duty', 'nicely', 'kent', 'sir']"
0,"['prussian', 'type', 'tradition', 'regard', 'success', 'incident', 'quality', 'conceived', 'like']"
2,"['forestall', 'sport', 'make', 'u', 'thus', 'untrue', 'know', 'lady', '’', 'foot', 'th', '’', 'squier', 'laugh', 'upon', 'apple']"
2,"['son', 'give', 'blessing', 'truth', 'come', 'light', 'murder', 'hid', 'long', 'man', '’', 'son', 'may', 'end']"
1,"['plain', 'circumstance', 'forgetting', 'inquire', 'book', 'recommended', 'great', 'deal', 'full', 'market']"
1,"['resolution', 'right', 'others', 'ought', 'habit', 'time', 'following']"
0,"['bell', 'hand', 'violence', 'bell', 'still', 'strong', 'pealing', 'voice', 'father', 'brown', 'fell', 'soft', 'distinct']"
1,"['increasing', 'mix', 'little', 'ago', 'every', 'letter', 'isabella', 'brought', 'account', 'fresh', 'gaiety', 'dinner', 'mr.', 'cole']"
0,"['leg', 'neat', 'active', 'knee-breeches', 'knitted', 'stocking', 'face', 'brown', 'like', 'nut', 'bright', 'restless', 'brown', 'eye']"
0,"['appearance', 'strong', 'white', 'light', 'morning', 'coming', 'one', 'side', 'creating', 'sharp', 'shadow', 'made', 'seem', 'pale', 'angular']"
0,"['insane', 'secretary', 'syme', 'family', 'like', 'end', 'simple', 'life', 'owned', 'motor', 'knew']"
1,"['little', 'estate', 'adjoining', 'highbury', 'always', 'longed', 'enough', 'marry', 'woman', 'portionless', 'even', 'miss', 'taylor', 'live', 'according']"
2,"['mine', 'left', 'say', 'thy', 'due', 'pay', 'macbeth', 'service', 'loyalty']"
2,"['sake', '_to', 'bassanio_', 'love', '’', 'take', 'ring', 'draw', 'back', 'hand', '’', 'take']"
2,"['mine', 'armour.—', 'patient', 'doctor', 'doctor', 'sick', 'lord', 'troubled', 'thick-coming', 'fancy', 'keep']"
0,"['scaffold', 'well', 'said', 'syme', 'forced', 'cheerfulness', 'pulled', 'trouser', 'dreamt', 'alphabet', 'take']"
1,"['moment', 'busy', 'labour', 'one', 'five', 'child', 'long', 'terribly', 'long', 'since', 'tired']"
0,"['yellow', 'hair', 'eye', 'burning', 'feverishly', 'said', 'intuition', 'risen', 'sort', 'lightheaded']"
1,"['information', 'received', 'valuable', 'merely', 'said', 'course', 'trivial', 'chat', 'well', 'harriet', 'whenever', 'marry', 'would', 'advise']"
0,"['great', 'violinist', 'voice', 'great', 'singer', 'opened', 'came', 'climax', 'course', 'knock-out', 'blow']"
2,"['love', 'thee', 'kent', 'come', 'sir', 'arise', 'away', '’', 'teach', 'difference', 'away', 'away', 'measure', 'lubber', '’', 'length', 'tarry', 'away', 'go']"
2,"['foot', 'doth', 'cassius', 'fall', 'beg', 'enfranchisement', 'publius', 'cimber', 'caesar', 'could', 'well', 'mov', '’', 'could', 'pray']"
1,"['well', 'good', 'morning', 'said', 'rising', 'walking', 'abruptly', 'much', 'vexed', 'felt', 'disappointment']"
0,"['creature', 'passage', 'trick', 'trick', 'hissed', 'pale', 'rival', 'made', 'stride', 'towards']"
0,"['broadens', 'man', 'brain', 'bomb', 'cried', 'loosening', 'suddenly', 'strange', 'passion', 'striking', 'skull', 'violence', 'brain']"
2,"['lieu', 'thereof', 'impose', 'thee', 'nothing', '_giving', 'letter_', 'bear', 'significant', 'country', 'maid', 'jaquenetta', '_giving', 'money_', 'remuneration']"
0,"['face', 'transfigured', 'fiend', 'began', 'fight', 'twenty', 'weapon', 'attack', 'came', 'fast', 'furious']"
1,"['air', 'great', 'probability', 'mr.', 'dixon', 'preference', 'music', 'friend', 'answer', 'decided']"
1,"['sort', 'compassion', 'blindness', 'going', 'led', 'act', 'way', 'must', 'always', 'ashamed']"
0,"['belt', 'nothing', 'else', 'remarkable', 'except', 'sudden', 'silent', 'appearance', 'poet', 'asked']"
1,"['good', 'advice', 'shall', 'better', 'fate', 'advice', 'often', 'found', 'shall']"
1,"['course', 'go', 'beyond', 'day', 'never', 'mentioned', 'soul', 'know']"
0,"['bright', 'violet', 'evening', 'father', 'brown', 'suddenly', 'spoke', 'dismal', 'night', 'rain', 'still', 'dropping', 'tree', 'dew']"
1,"['whispering', 'seriously', 'uncle', 'mean', 'give', 'aunt', 'jewel', 'new', 'set', 'resolved']"
0,"['man', 'stood', 'head', 'forward', 'moment', 'looking', 'listening', 'set', 'trot', 'towards', 'tower']"
0,"['stain', 'plunging', 'ploughed', 'field', 'bursting', 'dusty', 'hedge', 'man', 'comparatively', 'clean', 'might', 'mean', 'course']"
0,"['syme', 'flatter', 'listen', 'said', 'remember', 'see', 'tomorrow', 'going', 'tomorrow']"
0,"['looked', 'passage', 'man', 'saw', 'mirror', 'yes', 'lord', 'trying', 'say', 'said', 'brown']"
2,"['time', '’', 'enemy', 'may', 'grace', 'occasion', 'let', 'suit', 'bid', 'u', 'ask', 'liberty']"
2,"['pity', 'see', 'another', 'thus', 'know', 'say', 'swear', 'hand', 'let', '’', 'see', 'feel', 'pin']"
1,"['know', 'heard', 'thing', 'since', 'randalls', 'felt', 'much', 'anxiety', 'must', 'confess', 'nature', 'complaint']"
1,"['street', 'emma', 'wondered', 'medley', 'would', 'fix', 'declare', 'recollect', 'talking']"
1,"['knew', 'loved', 'inquired', 'well', 'miss', 'smith', 'coming', 'rest', 'day']"
0,"['fable', 'brigandage', 'utterly', 'stamped', 'never', 'utterly', 'stamped', 'muscari', 'answered', 'armed', 'revolt', 'recreation', 'natural', 'southerner']"
1,"['matter', 'farther', 'conviction', 'seemed', 'real', 'looked', 'felt', 'said', 'subject', 'took', 'turn']"
2,"['see', 'pretty', 'folly', 'commit', 'could', 'cupid', 'would', 'blush', 'see', 'thus', 'transformed', 'boy', 'lorenzo', 'descend']"
0,"['name', 'law', 'law', 'said', 'syme', 'dropped', 'stick', 'certainly', 'said', 'secretary', 'detective', 'scotland']"
0,"['pavilion', 'palace', 'whatever', 'call', 'emerged', 'small', 'square', 'brilliantly', 'lighted', 'principal', 'building']"
0,"['suffered', 'crushed', 'piece', 'fallen', 'glass', 'heel', 'strode', 'away', 'among']"
1,"['bride-people', 'gone', 'father', 'left', 'dine', 'together', 'prospect', 'third', 'cheer', 'long', 'evening']"
2,"['see', 'myself—', 'portia', 'mark', 'eye', 'doubly', 'see', 'eye', 'one', 'swear', 'double', 'self']"
1,"['mr.', 'elton', 'appeared', 'much', 'occupied', 'continually', 'pondering', 'could', 'done', 'return', 'wishing']"
2,"['large', 'mirth', 'anon', '’', 'drink', 'measure', 'table', 'round', '’', 'blood', 'upon', 'thy', 'face', 'murderer', '’', 'ti', 'banquo', '’', 'macbeth', '’', 'ti', 'better', 'thee']"
1,"['happy', 'attend', 'emma', 'agreeably', 'surprized.', 'mr', 'elton', 'absence', 'time', 'thing', 'desired']"
1,"['imagined', 'it.', 'well', 'lighted', 'jane', 'jane', 'look', 'ever', 'see', 'thing', 'oh', 'mr.', 'weston', 'must', 'really', 'aladdin', 'lamp', 'good', 'mr']"
0,"['hanged', 'see', 'poetical', 'revolt', 'abstract', 'revolting', 'mere', 'vomiting', 'girl', 'winced', 'flash']"
0,"['meant', 'mean', 'looked', 'grimly', 'bright', 'square', 'labyrinth', 'lamp-lit', 'city', 'smiled']"
1,"['miss', 'smith', 'well', 'thank', 'you.', 'begged', 'mrs.', 'weston', 'come', 'might', 'sure', 'succeeding']"
1,"['morning-room', 'maple', 'grove', 'sister', 'favourite', 'room', 'mr.', 'elton', 'appealed', 'to.', 'astonishingly', 'like', 'could', 'really', 'almost', 'fancy']"
1,"['day', 'comprehend', 'engaged', 'winter', 'either', 'came', 'highbury', 'engaged', 'since', 'october', 'secretly']"
1,"['emma', 'saw', 'spirit', 'affected', 'idea', 'daughter', 'attachment', 'husband', 'immediately', 'led', 'branch', 'subject']"
2,"['baby', 'eye', 'never', 'saw', 'giant', 'world', 'enrag', '’', 'met', 'fortune', 'feast', 'full', 'warm', 'blood', 'mirth']"
0,"['alleged', 'pole', 'little', 'pale', 'tangle', 'dark', 'hair', 'put', 'two', 'finger', 'pocket', 'apparent', 'coolness']"
0,"['much', 'nobler', 'dread', 'death', 'strange', 'desire', 'gold', 'legend', 'gold', 'left', 'grossenmark']"
0,"['project', 'dr.', 'bull', 'project', 'damned', 'roared', 'syme', 'beside', 'look', 'look', 'face', 'look', 'collar', 'look']"
0,"['enough', 'said', 'unknown', 'well', 'really', 'said', 'syme', 'know', 'profession', 'mere', 'willingness', 'final', 'test', 'said']"
0,"['british', 'police', 'force', 'say', 'met', 'dynamiter', 'club', 'suppose', 'ought']"
2,"['take', 'almost', 'day', 'provost', 'shall', 'obey', '_exit', 'messenger._', 'duke', '_aside_', 'pardon', 'purchased', 'sin']"
0,"['inward', 'large', 'landing', 'stage', 'rather', 'beyond', 'charing', 'cross', 'great', 'stone', 'embankment', 'seemed', 'equally', 'dark', 'gigantic', 'syme', 'looked']"
0,"['predecessor', 'post', 'patron', 'instructor', 'seemed', 'trust', 'implicitly', 'certain']"
1,"['want', 'larger', 'council', 'suppose', 'go', 'invite', 'miss', 'bates', 'join', 'u', 'well', 'please', 'said', 'mrs.', 'weston', 'rather', 'hesitating']"
0,"['exacting', 'inquiry', 'could', 'could', 'quite', 'certain', 'discovering', 'toy', 'pistol', 'said', 'father', 'brown', 'smile']"
1,"['discovery', 'much', 'darker', 'night', 'prepared', 'afraid', 'bad', 'drive', 'afraid']"
1,"['desirable', 'arrangement', 'world', 'come', 'u', 'next', 'friday', 'saturday', 'campbell', 'leave', 'town']"
1,"['thinking', 'situation', 'like', 'jane', 'one', 'may', 'almost', 'say', 'world']"
0,"['corpulent', 'charwoman', 'managed', 'stuff', 'omnibus', 'rich', 'confusion', 'social', 'self-congratulation', 'bodily', 'disarray']"
0,"['world', 'stared', 'talked', 'girl', 'red', 'hair', 'amused', 'face', 'seemed', 'minute', 'feeling']"
1,"['misinterpreted', 'feeling', 'kept', 'face', 'averted', 'tongue', 'motionless', 'combined', 'anger', 'mortification']"
1,"['smile', 'began', 'news', 'hear', 'come', 'back', 'rather', 'surprize', 'said', 'quietly']"
0,"['understand', 'never', 'taking', 'rest', 'story', 'said', 'impersonator', 'left', 'company', 'followed']"
2,"['pompey', 'pompey', 'truly', 'sir', 'poor', 'opinion', '’', 'worship', 'take', 'order', 'drab', 'knave']"
2,"['wife', 'world', 'esteem', '’', 'thy', 'life', 'would', 'lose', 'ay', 'sacrifice', 'devil']"
0,"['harrogate', 'could', 'connect', 'presence', 'mystical', 'fear', 'warning', 'yesterday', 'coach', 'kind', 'commodious', 'wagonette', 'invented']"
2,"['heartily', 'beseech', 'court', 'give', 'judgment', 'portia', 'thus', 'must', 'prepare', 'bosom', 'knife', 'shylock']"
1,"['comment', 'young', 'people', 'would', 'little', 'whim', 'exception', 'little', 'blot', 'emma', 'found', 'visit', 'hitherto']"
1,"['included', 'mention', 'handsome', 'letter', 'mrs.', 'weston', 'received', 'suppose', 'heard', 'handsome', 'letter', 'mr.', 'frank', 'churchill', 'written']"
1,"['pleasing', 'beauty', 'eye', 'deep', 'grey', 'dark', 'eye-lashes', 'eyebrow', 'never', 'denied', 'praise', 'skin']"
2,"['jutty', 'frieze', 'buttress', 'coign', 'vantage', 'bird', 'hath', 'made', 'pendant', 'bed', 'procreant', 'cradle', 'breed']"
1,"['fair', 'connect', 'u', 'two', 'character', 'much', 'superior', 'true', 'true', 'answered', 'warmly', 'true', 'side']"
2,"['last', 'walked', 'gentlewoman', 'since', 'majesty', 'went', 'field', 'seen', 'rise', 'bed', 'throw', 'nightgown']"
1,"['borrowed', 'pair', 'scissors', 'night', 'miss', 'bates', 'forgotten', 'restore', 'obliged']"
1,"['talked', 'emma', 'could', 'fairly', 'surrender', 'attention', 'pleasantness', 'neighbour', 'first', 'remote', 'sound', 'felt', 'obliged']"
1,"['body', 'knowing', 'passed', 'except', 'three', 'principal', 'especially', 'father', 'given', 'moment', 'uneasiness', 'cheering']"
0,"['asked', 'flambeau', 'frowning', 'table', 'think', 'get', 'away', 'yet', 'replied', 'duke', 'packing', 'go', 'long', 'journey']"
1,"['pleasure', 'midst', 'pang', 'disappointed', 'affection', 'sat', 'would', 'guessed', 'many', 'tear', 'lately']"
2,"['thunder-stone', 'cross', 'blue', 'lightning', 'seem', '’', 'open', 'breast', 'heaven', 'present', 'even', 'aim']"
1,"['heard', 'luck.', 'blunder', 'confined', 'ear', 'imagined', 'certain', 'friend', 'love']"
0,"['muscari', 'really', 'think', 'pas', 'dangerous', 'muscari', 'threw', 'back', 'black', 'mane', 'know', 'dangerous', 'said']"
1,"['last', 'thing', 'would', 'stand', 'brunt', 'let', 'hear', 'thing', 'rather', 'thinking']"
1,"['read', 'read', 'said', 'give', 'pleasure', 'line', 'take', 'long', 'read', 'emma', 'two']"
1,"['might', 'degree', 'fond', 'affection', 'confiding', 'esteem', 'could', 'general', 'conduct', 'open', 'severe', 'reproach']"
2,"['spoken', 'isabella', 'pardon', 'phrase', 'matter', 'duke', 'mended', 'matter', 'proceed', 'isabella', 'brief', 'set', 'needle', 'process']"
2,"['provost', 'many', 'please', 'duke', 'bring', 'hear', 'speak', 'may', 'concealed', '_exeunt', 'duke', 'provost._', 'claudio']"
0,"['mere', 'mob', 'could', 'beat', 'modern', 'army', 'police', 'mere', 'mob', 'repeated', 'new', 'friend', 'snort', 'scorn', 'talk']"
1,"['sure', 'nobody', 'ought', 'greater', 'advocate', 'matrimony', 'misery']"
2,"['knave', '_stocks', 'brought', 'out._', 'cornwall', 'fellow', 'selfsame', 'colour', 'sister', 'speaks', 'come', 'bring', 'away']"
1,"['different', 'thing', 'never', 'love', 'way', 'nature', 'think']"
2,"['loved', 'caesar', 'le', 'loved', 'rome', 'rather', 'caesar', 'living', 'die', 'slave', 'caesar']"
0,"['old', 'dandy', 'think', 'good', 'heaven', 'called', 'miss', 'macnab', 'going', 'untie', 'man', 'first', 'say', 'old']"
1,"['said', 'quite', 'displeased', 'sent', 'away', 'could', 'bear', 'master', 'able', 'another']"
0,"['pleased', 'think', 'tossed', 'tousled', 'black', 'head', 'towards', 'audrey', 'need']"
1,"['relate', 'particular', 'interesting', 'interview', 'mr.', 'weston', 'accompanied', 'mrs.', 'bates', 'gone', 'share', 'essential']"
0,"['man', 'called', 'gogol', 'hardly', 'spoken', 'weary', 'travel', 'suddenly', 'threw', 'hand', 'like', 'lost', 'spirit', 'dead']"
2,"['come', 'come', 'slender', 'nay', 'pray', 'lead', 'way', 'page', 'come', 'sir', 'slender', 'mistress', 'anne', 'shall', 'go', 'first', 'anne', 'sir', 'pray']"
1,"['heart', 'doubted', 'must', 'increase', 'felicity', 'bestow', 'advantage', 'wants.', 'man']"
1,"['inclined', 'think', 'well', 'disposition', 'character', 'depends', 'upon', 'good', 'hand', 'turn']"
1,"['missed', 'meeting', 'world', 'certainly', 'called', 'hartfield', 'failed', 'come', 'others', 'talking']"
2,"['rome', 'bear', 'great', 'mind', 'day', 'must', 'end', 'work', 'ides', 'march', 'begun', 'whether', 'shall']"
1,"['language', 'manner', 'sigh', 'fine', 'word', 'given', 'abundance', 'could', 'hardly', 'devise', 'set', 'expression', 'fancy']"
1,"['see', 'latest', 'dare', 'say', '_she_', 'impatient', 'black', 'gentleman', 'thing', 'done', 'likely']"
2,"['prepar', '’', 'reason', 'apish', 'unmannerly', 'approach', 'harness', '’', 'masque', 'unadvised', 'revel', 'unhair', '’', 'sauciness']"
2,"['took', 'youngest', 'born', 'could', 'well', 'brought', 'knee', 'throne', 'squire-like', 'pension', 'beg', 'keep', 'base', 'life', 'afoot', 'return']"
2,"['keep', 'thine', 'oath', 'freeman', 'good', 'sword', 'ran', 'caesar', '’', 'bowel', 'search', 'bosom', 'stand', 'answer']"
1,"['another', 'little', 'girl', 'beginning', 'perhaps', 'may', 'never', 'make', 'thing', 'poor', 'jane', 'fairfax']"
1,"['surry', 'full', 'beauty', 'oh', 'yes', 'quite', 'aware', 'garden', 'england', 'know', 'surry', 'garden']"
1,"['intentionally', 'give', 'woman', 'idea', 'feeling', 'really', 'harriet', 'seemed', 'ready', 'worship', 'friend']"
1,"['north', 'wiltshire', 'butter', 'cellery', 'beet-root', 'dessert', 'would', 'soon', 'led', 'something', 'better', 'course']"
0,"['face', 'peer', 'unlike', 'rather', 'innocent', 'goblin', 'fact', 'face', 'one', 'harmless', 'human', 'name', 'brown']"
2,"['describe', 'according', 'description', 'level', 'affection', 'nerissa', 'first', 'neapolitan', 'prince', 'portia', 'ay', '’', 'colt']"
2,"['young', 'go', '’', 'sympathy', 'merry', 'ha', 'ha', '’', 'sympathy']"
1,"['restrain', 'happy', 'knew', 'happy', 'knew', 'ought', 'happy', 'congratulation', 'warm', 'open', 'emma']"
